u;g;r;i;z;specobjid;redshift;plate;mjd;class
1900123;1763189;1714053;1692269;168343;326000000000000000000000;0.000115966;2895;54567;STAR
1950073;1833636;178723;1765549;1753861;329000000000000000000000;0.000712486;2920;54562;STAR
1921572;1807307;1771867;1755752;1750406;326000000000000000000000;8.01E-05;2895;54567;STAR
1826105;1704928;1663717;1648347;1643755;329000000000000000000000;-4.82E-05;2920;54562;STAR
1770215;1645816;160001;1583148;1576639;326000000000000000000000;-0.00011278;2895;54567;STAR
1708226;1577348;1529967;1513504;1507162;326000000000000000000000;-0.000112631;2895;54567;STAR
1625838;1483081;1431907;1412997;1406474;326000000000000000000000;-0.00010471;2895;54567;STAR
1799196;1671544;1620295;1598184;1587663;329000000000000000000000;0.000598582;2920;54562;STAR
1790364;165456;1594373;156871;1555181;326000000000000000000000;0.000563121;2895;54567;STAR
1873483;1690955;161366;1585683;1569781;329000000000000000000000;-5.65E-05;2920;54562;STAR
1796567;1676933;1633207;1617714;1609224;326000000000000000000000;9.14E-05;2895;54567;STAR
1911787;1880892;1865386;1843037;1844886;32700000000000000000000;1528742;290;51941;QSO
1786922;164614;1595128;1577595;1569859;326000000000000000000000;8.27E-05;2895;54567;STAR
1556296;1465643;1431118;1420131;1414199;326000000000000000000000;0.000304098;2895;54567;STAR
192626;1819715;177525;1753071;1743869;32700000000000000000000;0.007539892;290;51941;GALAXY
1705908;1585594;1541318;1526201;1520014;329000000000000000000000;6.52E-05;2920;54562;STAR
1829649;1588074;1483924;1448153;1428166;32600000000000000000000;2.79E-05;2895;54567;STAR
1958848;1834458;1790392;1774581;1769302;329000000000000000000000;-7.80E-07;2920;54562;STAR
1789351;1658018;1608875;1590978;1582775;32600000000000000000000;-0.000214493;2895;54567;STAR
1919971;1828691;1804091;1797522;1789077;329000000000000000000000;0.000292259;2920;54562;STAR
1821087;1670572;1616424;159543;1584159;326000000000000000000000;-3.27E-05;2895;54567;STAR
1666636;1567281;153924;1527309;1523891;326000000000000000000000;0.000639171;2895;54567;STAR
1748644;1569866;1510938;1491507;1483225;326000000000000000000000;3.10E-05;2895;54567;STAR
1846992;1682168;1593672;1545751;1511102;32700000000000000000000;0.08040059;290;51941;GALAXY
1860431;1741095;1699288;1674838;1653695;32700000000000000000000;0.04485524;290;51941;GALAXY
1927143;1707668;1624381;1597068;1582243;329000000000000000000000;0.000111168;2920;54562;STAR
1897544;1710689;1621851;1579874;1546463;32700000000000000000000;0.07649778;290;51941;GALAXY
1940055;174545;1646402;160089;1567184;68400000000000000000000;0.1124605;607;52368;GALAXY
1944488;183091;1776675;1743137;1725222;68400000000000000000000;0.1106301;607;52368;GALAXY
1955313;1775636;1688753;1647542;1619006;68400000000000000000000;0.08156378;607;52368;GALAXY
1844437;1758585;1727552;1715301;1712462;767000000000000000000000;-0.0011119;6813;56419;STAR
1868016;1686498;1599414;1551761;1517167;68400000000000000000000;0.05450394;607;52368;GALAXY
1926822;1736077;1637495;1597773;1563664;68400000000000000000000;0.09328111;607;52368;GALAXY
1959302;1960552;194734;1932957;1912081;767000000000000000000000;2052457;6813;56419;QSO
1714022;1594812;1536267;1504472;1480909;767000000000000000000000;0.05097012;6813;56419;GALAXY
1865362;1724907;1660339;1623257;1594575;68400000000000000000000;0.0491554;607;52368;GALAXY
1888831;1794961;1763976;1740969;1731472;6840000000000000000000;0.05541854;607;52368;GALAXY
1916481;1751858;1664642;1625221;1597597;68400000000000000000000;0.1365627;607;52368;GALAXY
182169;1743915;1690021;1656251;1640098;68400000000000000000000;0.1475112;607;52368;GALAXY
1944289;1916991;1887705;1850064;1837188;68500000000000000000000;1751694;608;52081;QSO
1842799;1843366;184451;1820789;1827601;68500000000000000000000;1819039;608;52081;QSO
1814074;1724627;1698455;1689812;1688565;767000000000000000000000;-0.000733517;6813;56419;STAR
1893624;1691605;1580856;1535485;1502468;68500000000000000000000;0.1419055;608;52081;GALAXY
1803127;1683949;1631655;1602089;1580998;68500000000000000000000;0.0501028;608;52081;GALAXY
1904464;1705221;1631894;1585703;1556064;68500000000000000000000;0.05863163;608;52081;GALAXY
1954371;1866553;1830548;1817932;1815954;786000000000000000000000;-0.00078795;6982;56444;STAR
1622655;1527382;1484221;1466117;1449414;68500000000000000000000;0.00772539;608;52081;GALAXY
1942313;1948207;1974541;2001105;2037395;68500000000000000000000;0.8031853;608;52081;QSO
1695282;1562412;1624039;1489724;1476222;6850000000000000000000;-0.00026699;608;52081;STAR
1754839;1668951;1636402;1620617;1604349;68500000000000000000000;0.02730737;608;52081;GALAXY
1938174;1796103;1726233;1688625;1663655;68500000000000000000000;0.105577;608;52081;GALAXY
1938419;1823791;17669;173398;1718099;68700000000000000000000;0.1552954;610;52056;GALAXY
1954438;1931232;192115;1925953;1907236;6850000000000000000000;0.8218457;608;52081;QSO
1898872;1748268;1679636;164468;1618523;68500000000000000000000;0.09826768;608;52081;GALAXY
1877136;1856447;1875346;1863776;1874516;6870000000000000000000;0.5963177;610;52056;QSO
188096;1860974;1852913;1831753;1821448;68700000000000000000000;0.4728764;610;52056;QSO
1764551;1641462;1647116;1653187;1658776;68700000000000000000000;-0.000892181;610;52056;STAR
1955314;1934774;1911731;1874046;1871131;68700000000000000000000;1686155;610;52056;QSO
1766062;164382;1645146;1653053;1660895;68700000000000000000000;-0.000801008;610;52056;STAR
1958307;1787493;1698142;1653881;162008;68700000000000000000000;0.07211398;610;52056;GALAXY
1871769;1766401;1657881;1711427;1691045;68700000000000000000000;-0.000154948;610;52056;STAR
1709214;157828;1520648;1490788;1471361;68700000000000000000000;0.02729045;610;52056;GALAXY
1927713;1804184;1747744;1714649;1694044;68700000000000000000000;0.07323156;610;52056;GALAXY
172682;1578319;150183;1463548;1431097;68700000000000000000000;0.008695109;610;52056;GALAXY
1873475;1714697;1645985;1610583;1586425;68700000000000000000000;0.07369998;610;52056;GALAXY
1936178;1821479;1770298;1733684;1721191;6870000000000000000000;0.07396302;610;52056;GALAXY
1939969;1815641;176277;1731963;1712822;68900000000000000000000;0.05773182;612;52079;GALAXY
1785916;1631661;1561411;1522871;1495608;69100000000000000000000;0.05188774;614;53437;GALAXY
190256;1779834;1728615;1698528;1673343;68900000000000000000000;0.05157021;612;52079;GALAXY
1941334;1937728;1932443;190234;1902097;764000000000000000000000;1912334;6790;56430;QSO
1862221;179607;1823788;1768505;1782768;764000000000000000000000;0.06938188;6790;56430;GALAXY
192528;1745483;1675081;1649932;1638152;69100000000000000000000;-5.74E-05;614;53437;STAR
1839791;164934;1560242;151948;1487324;69100000000000000000000;0.05161821;614;53437;GALAXY
1909044;178321;1728193;1697402;1679568;69100000000000000000000;0.06768494;614;53437;GALAXY
1954846;1797544;1704138;1658761;1624823;69100000000000000000000;0.1351725;614;53437;GALAXY
1891472;1884897;1879196;1868963;185156;325000000000000000000000;1971023;2883;54525;QSO
1900109;1709666;1621105;1579792;1546224;56000000000000000000000;0.0671097;497;51989;GALAXY
190793;1698605;1607567;1564296;1528618;56000000000000000000000;0.06662138;497;51989;GALAXY
1900415;1694217;1599947;1554173;1520453;5600000000000000000000;0.06645399;497;51989;GALAXY
1789495;1596479;1502533;1455627;1423922;56000000000000000000000;0.06771109;497;51989;GALAXY
1864453;1670332;1581877;1539013;1506569;78700000000000000000000;0.06801535;6986;56717;GALAXY
1877011;1709715;1625748;1584096;1552852;56000000000000000000000;0.06759278;497;51989;GALAXY
1783079;1661881;1617105;16006;159622;371000000000000000000000;5.56E-05;3295;54924;STAR
1832993;1641507;1547913;1502539;1470058;56000000000000000000000;0.06752556;497;51989;GALAXY
1954335;1774575;1689208;1650027;1619513;56000000000000000000000;0.06879677;497;51989;GALAXY
1912528;1803953;1752068;1720179;1701985;56000000000000000000000;0.06855988;497;51989;GALAXY
1863221;1825833;1808511;1792956;1801115;5600000000000000000000;0.1982462;497;51989;GALAXY
1952401;184847;1847461;1848518;1851587;371000000000000000000000;-0.000886226;3295;54924;STAR
1907485;1814655;178665;1775755;1774536;787000000000000000000000;-0.000658534;6986;56717;STAR
1785893;1684776;1651541;1633092;1625349;56000000000000000000000;0.02497303;497;51989;GALAXY
1875642;1833087;1834505;1834829;1826243;56000000000000000000000;0.6945596;497;51989;QSO
1709876;1609999;157693;1564916;1562589;56000000000000000000000;-0.000476428;497;51989;STAR
1881116;1854589;1806541;1765535;1751608;56000000000000000000000;0.1723913;497;51989;QSO
1880799;1728021;1640467;159945;1564671;56000000000000000000000;0.1216633;497;51989;GALAXY
1949899;1799922;1718618;1674743;1642776;56000000000000000000000;0.1081543;497;51989;GALAXY
1904755;174938;1670812;1629563;1599771;56000000000000000000000;0.1082541;497;51989;GALAXY
1930619;1786957;1731999;1706025;1693327;3.71E+18;-0.000299588;3295;54924;STAR
1912931;1741026;1657646;1613199;1581042;56000000000000000000000;0.108805;497;51989;GALAXY
1942709;1852672;1824251;1811673;181101;371000000000000000000000;-0.000391074;3295;54924;STAR
1917489;1799906;1750965;1716034;1694723;56000000000000000000000;0.09292929;497;51989;GALAXY
1803194;1704831;1670929;1658287;165414;56100000000000000000000;-8.64E-05;498;51984;STAR
1836333;1608587;1516683;1484905;1468947;3.71E+18;1.32E-05;3295;54924;STAR
1781149;1612421;1538893;1499366;1472986;56100000000000000000000;0.06762283;498;51984;GALAXY
1939752;178737;1717248;1686849;16729;371000000000000000000000;-0.000461357;3295;54924;STAR
1958726;1767857;1682747;1641478;1610469;56100000000000000000000;0.06680325;498;51984;GALAXY
1909073;1714815;1626849;1587347;1556569;56100000000000000000000;0.06733935;498;51984;GALAXY
1947988;1845466;1781294;174681;1725842;5610000000000000000000;0.1223612;498;51984;GALAXY
1874719;1744855;1668529;1631414;1607887;56100000000000000000000;0.1761577;498;51984;GALAXY
1872845;1726547;1659395;161939;1592917;5610000000000000000000;0.07797746;498;51984;GALAXY
192124;1800508;1753591;1725269;1710673;56100000000000000000000;0.07792633;498;51984;GALAXY
1838653;1713447;1658307;1624402;16059;56100000000000000000000;0.07857314;498;51984;GALAXY
1939951;1827737;1781004;176556;1758242;56100000000000000000000;-0.000593756;498;51984;STAR
1936006;1820484;1757125;1717225;1697695;56100000000000000000000;0.1186776;498;51984;GALAXY
1916555;1829736;1800653;1791824;1788405;78700000000000000000000;-0.000993743;6986;56717;STAR
1785134;1607036;1522204;1480988;1450669;56100000000000000000000;0.0672161;498;51984;GALAXY
1886834;1871241;1869465;1844581;1817429;787000000000000000000000;2076507;6986;56717;QSO
1927164;1810828;1750667;1709328;1689209;56100000000000000000000;0.06740238;498;51984;GALAXY
1843914;1742656;17.18;1698919;1685274;56100000000000000000000;0.04524966;498;51984;GALAXY
182658;1732373;1701765;1691126;1691304;56100000000000000000000;-0.000270059;498;51984;STAR
1808235;1709783;1693975;16922;1692979;56100000000000000000000;-0.00070304;498;51984;STAR
1713538;1527561;1444825;1405831;1373364;56100000000000000000000;0.03195147;498;51984;GALAXY
1919714;1797623;1733476;1693664;1668953;39400000000000000000000;0.1306928;350;51691;GALAXY
1934695;1766396;1706401;1686074;1671845;39400000000000000000000;-0.000424509;350;51691;STAR
1794622;1686961;1658066;1639281;1631302;39400000000000000000000;0.0263392;350;51691;GALAXY
1801696;1612407;151891;1473095;1439731;39400000000000000000000;0.07869764;350;51691;GALAXY
1889154;1773187;1726415;1705311;1692597;32700000000000000000000;0.02541314;290;51941;GALAXY
1843446;1720412;1735884;1752112;1758186;326000000000000000000000;0.000381248;2895;54567;STAR
1921393;182462;1799027;1788861;178502;329000000000000000000000;0.000285015;2920;54562;STAR
1890553;167219;1583977;1548772;1527619;329000000000000000000000;4.71E-05;2920;54562;STAR
1704068;1610729;158298;1573557;1570083;326000000000000000000000;-0.000179627;2895;54567;STAR
1945896;1797215;173968;1720048;170579;326000000000000000000000;-0.000245093;2895;54567;STAR
1952295;1779591;1695466;1658426;1626823;32800000000000000000000;0.07649297;291;51928;GALAXY
1951765;1814317;1744645;1710626;1686441;32800000000000000000000;0.1084554;291;51928;GALAXY
194592;1785423;1689585;1643832;1613789;32700000000000000000000;0.1512292;290;51941;GALAXY
1600998;1481463;1430171;1406613;139471;32600000000000000000000;0.000662863;2895;54567;STAR
1727014;1641152;1615731;160554;1602941;32600000000000000000000;7.17E-05;2895;54567;STAR
1896731;1697765;1605896;1563398;1526244;32700000000000000000000;0.07230573;290;51941;GALAXY
1949968;1837928;1844812;1850846;1855353;329000000000000000000000;0.000420519;2920;54562;STAR
1893851;1696423;1605015;1562493;1526164;32800000000000000000000;0.0721513;291;51928;GALAXY
1755759;1663515;1625249;160936;1600623;32600000000000000000000;0.000511765;2895;54567;STAR
1853162;1763203;1740379;1732978;1728521;32600000000000000000000;0.000304812;2895;54567;STAR
193401;1800615;1745255;1725967;1715213;329000000000000000000000;0.000185305;2920;54562;STAR
17.69;1685022;1659531;1649739;1648822;32600000000000000000000;-0.000537704;2895;54567;STAR
1922316;1774111;171077;168061;1666844;329000000000000000000000;0.000752268;2920;54562;STAR
180136;1698001;1662072;1647087;1642295;32600000000000000000000;-6.57E-05;2895;54567;STAR
1919568;1879197;1854523;1838367;1841361;32700000000000000000000;1439024;290;51941;QSO
1902118;1772771;1722622;1702374;1694107;32600000000000000000000;0.000207337;2895;54567;STAR
1717357;1567457;1514117;1494279;1488762;326000000000000000000000;-0.000169412;2895;54567;STAR
1915438;1791009;1738058;1713472;1702085;326000000000000000000000;0.000125342;2895;54567;STAR
1945767;1738086;164176;1596154;1561355;3270000000000000000000;0.08123779;290;51941;GALAXY
1804947;1704737;166076;1643859;1639624;326000000000000000000000;0.000125638;2895;54567;STAR
1897531;1805989;1774811;1763818;1759537;433000000000000000000000;0.000342067;3849;55274;STAR
1895872;1784813;1736528;1703226;1685504;32900000000000000000000;0.08296794;292;51609;GALAXY
1812949;163955;1555466;1513118;1478636;32800000000000000000000;0.08264649;291;51928;GALAXY
1928171;1738641;1643832;1601876;1565874;32800000000000000000000;0.0903003;291;51928;GALAXY
1888941;1703181;1609841;1569136;1537418;32800000000000000000000;0.08326782;291;51928;GALAXY
1945683;1797063;1730592;169426;1670137;32800000000000000000000;0.09010885;291;51928;GALAXY
1903937;1773148;1717306;1685764;166446;32900000000000000000000;0.08788797;292;51609;GALAXY
1955295;1830855;1774788;173606;1717054;32800000000000000000000;0.08193276;291;51928;GALAXY
1885412;1696894;1599517;1551271;1511497;32900000000000000000000;0.08297773;292;51609;GALAXY
1804505;1609751;1512705;1470656;1433818;32800000000000000000000;0.08897621;291;51928;GALAXY
1883507;1897771;1930594;1960962;198995;433000000000000000000000;2548733;3849;55274;QSO
1938456;1742269;1648978;1607868;157321;32900000000000000000000;0.0819373;292;51609;GALAXY
1902828;1704563;1608323;1562549;1525828;32900000000000000000000;0.07137965;292;51609;GALAXY
1905567;1800099;1755181;1722543;1707167;3290000000000000000000;0.1092577;292;51609;GALAXY
1920394;1738704;1647666;1606988;1574119;3290000000000000000000;0.08415757;292;51609;GALAXY
1943076;1762731;167095;1632013;1595548;3290000000000000000000;0.08387592;292;51609;GALAXY
1928758;1817298;1746069;1705675;1680034;32900000000000000000000;0.1682588;292;51609;GALAXY
1864687;1777069;1740493;1729224;1719424;433000000000000000000000;-0.000180942;3850;55575;STAR
1914814;1737556;1650319;161264;157838;32900000000000000000000;0.08361237;292;51609;GALAXY
1891348;1718707;1628721;1587757;1556027;32900000000000000000000;0.08207443;292;51609;GALAXY
1943417;1804192;1740038;1708772;1687703;32900000000000000000000;0.08253029;292;51609;GALAXY
1875666;1774009;1724092;1683012;1672159;32900000000000000000000;0.0708475;292;51609;GALAXY
1920954;1893043;1894948;1890152;1852991;32900000000000000000000;0.4072759;292;51609;QSO
1906764;1760073;1701149;1665913;1640225;50100000000000000000000;0.04862163;445;51873;GALAXY
1852528;1741732;169877;1674671;1654868;50100000000000000000000;0.0448564;445;51873;GALAXY
1902172;1789487;1731329;1694097;1672642;50100000000000000000000;0.07301582;445;51873;GALAXY
1868415;1778766;1751412;1741314;1737244;41600000000000000000000;-0.000235637;3697;55290;STAR
1906059;180929;1778405;1766861;1765251;823000000000000000000000;-2.03E-05;7311;57038;STAR
1939402;181482;1748041;1707932;1689126;50100000000000000000000;0.1459132;445;51873;GALAXY
1752183;163585;1584101;1553401;1526725;50100000000000000000000;0.03855925;445;51873;GALAXY
1947647;1746056;1640154;1598281;155954;50100000000000000000000;0.121568;445;51873;GALAXY
1927703;1870139;1851972;1828529;1832489;50100000000000000000000;0.1113521;445;51873;GALAXY
1939394;1747129;1654575;1612287;1575583;50100000000000000000000;0.07359703;445;51873;GALAXY
1952465;1914411;1898649;1898454;1878073;50300000000000000000000;0.9034961;447;51877;QSO
1933009;1737091;1636515;1591382;155328;50100000000000000000000;0.09811771;445;51873;GALAXY
1950854;181126;1744901;171271;1684752;50100000000000000000000;0.09727047;445;51873;GALAXY
